@RELATION thread_length

@ATTRIBUTE threadID NUMERIC
@ATTRIBUTE sentiment_1 NUMERIC
@ATTRIBUTE sentiment_2 NUMERIC
@ATTRIBUTE time_1 NUMERIC
@ATTRIBUTE time_2 NUMERIC
@ATTRIBUTE arrivalPattern_1 NUMERIC
@ATTRIBUTE arrivalPattern_2 NUMERIC
@ATTRIBUTE topicMSE_1 NUMERIC
@ATTRIBUTE topicMSE_2 NUMERIC
@ATTRIBUTE posterInteractions_1 NUMERIC
@ATTRIBUTE posterInteractions_2 NUMERIC
@ATTRIBUTE mutualInteractions_1 NUMERIC
@ATTRIBUTE mutualInteractions_2 NUMERIC
@ATTRIBUTE numWords_1 NUMERIC
@ATTRIBUTE numWords_2 NUMERIC
@ATTRIBUTE question_1 NUMERIC
@ATTRIBUTE question_2 NUMERIC
@ATTRIBUTE exclaim_1 NUMERIC
@ATTRIBUTE exclaim_2 NUMERIC
@ATTRIBUTE onThreadTopic_1 NUMERIC
@ATTRIBUTE onThreadTopic_2 NUMERIC
@ATTRIBUTE overlapPrevious_1 NUMERIC
@ATTRIBUTE overlapPrevious_2 NUMERIC
@ATTRIBUTE overlapDistance_1 NUMERIC
@ATTRIBUTE overlapDistance_2 NUMERIC
@ATTRIBUTE timeliness_1 NUMERIC
@ATTRIBUTE timeliness_2 NUMERIC
@ATTRIBUTE lengthiness_1 NUMERIC
@ATTRIBUTE lengthiness_2 NUMERIC
@ATTRIBUTE formatPunctuation_1 NUMERIC
@ATTRIBUTE formatPunctuation_2 NUMERIC
@ATTRIBUTE formatEmoticons_1 NUMERIC
@ATTRIBUTE formatEmoticons_2 NUMERIC
@ATTRIBUTE formatCapitals_1 NUMERIC
@ATTRIBUTE formatCapitals_2 NUMERIC
@ATTRIBUTE averageSentiment NUMERIC
@ATTRIBUTE participants NUMERIC
@ATTRIBUTE totalLinks NUMERIC
@ATTRIBUTE topicScores_1_1 NUMERIC
@ATTRIBUTE topicScores_1_2 NUMERIC
@ATTRIBUTE topicScores_1_3 NUMERIC
@ATTRIBUTE topicScores_1_4 NUMERIC
@ATTRIBUTE topicScores_1_5 NUMERIC
@ATTRIBUTE topicScores_1_6 NUMERIC
@ATTRIBUTE topicScores_1_7 NUMERIC
@ATTRIBUTE topicScores_1_8 NUMERIC
@ATTRIBUTE topicScores_1_9 NUMERIC
@ATTRIBUTE topicScores_1_10 NUMERIC
@ATTRIBUTE topicScores_1_11 NUMERIC
@ATTRIBUTE topicScores_1_12 NUMERIC
@ATTRIBUTE topicScores_1_13 NUMERIC
@ATTRIBUTE topicScores_1_14 NUMERIC
@ATTRIBUTE topicScores_1_15 NUMERIC
@ATTRIBUTE topicScores_1_16 NUMERIC
@ATTRIBUTE topicScores_1_17 NUMERIC
@ATTRIBUTE topicScores_1_18 NUMERIC
@ATTRIBUTE topicScores_1_19 NUMERIC
@ATTRIBUTE topicScores_1_20 NUMERIC
@ATTRIBUTE topicScores_2_1 NUMERIC
@ATTRIBUTE topicScores_2_2 NUMERIC
@ATTRIBUTE topicScores_2_3 NUMERIC
@ATTRIBUTE topicScores_2_4 NUMERIC
@ATTRIBUTE topicScores_2_5 NUMERIC
@ATTRIBUTE topicScores_2_6 NUMERIC
@ATTRIBUTE topicScores_2_7 NUMERIC
@ATTRIBUTE topicScores_2_8 NUMERIC
@ATTRIBUTE topicScores_2_9 NUMERIC
@ATTRIBUTE topicScores_2_10 NUMERIC
@ATTRIBUTE topicScores_2_11 NUMERIC
@ATTRIBUTE topicScores_2_12 NUMERIC
@ATTRIBUTE topicScores_2_13 NUMERIC
@ATTRIBUTE topicScores_2_14 NUMERIC
@ATTRIBUTE topicScores_2_15 NUMERIC
@ATTRIBUTE topicScores_2_16 NUMERIC
@ATTRIBUTE topicScores_2_17 NUMERIC
@ATTRIBUTE topicScores_2_18 NUMERIC
@ATTRIBUTE topicScores_2_19 NUMERIC
@ATTRIBUTE topicScores_2_20 NUMERIC
@ATTRIBUTE regressionFeatures_1 NUMERIC
@ATTRIBUTE regressionFeatures_2 NUMERIC
@ATTRIBUTE regressionFeatures_3 NUMERIC
@ATTRIBUTE regressionFeatures_4 NUMERIC
@ATTRIBUTE regressionFeatures_5 NUMERIC
@ATTRIBUTE regressionFeatures_6 NUMERIC
@ATTRIBUTE regressionFeatures_7 NUMERIC
@ATTRIBUTE regressionFeatures_8 NUMERIC
@ATTRIBUTE regressionFeatures_9 NUMERIC
@ATTRIBUTE regressionFeatures_10 NUMERIC
@ATTRIBUTE regressionFeatures_11 NUMERIC
@ATTRIBUTE regressionFeatures_12 NUMERIC
@ATTRIBUTE regressionFeatures_13 NUMERIC
@ATTRIBUTE regressionFeatures_14 NUMERIC
@ATTRIBUTE regressionFeatures_15 NUMERIC
@ATTRIBUTE regressionFeatures_16 NUMERIC
@ATTRIBUTE regressionFeatures_17 NUMERIC
@ATTRIBUTE regressionFeatures_18 NUMERIC
@ATTRIBUTE regressionFeatures_19 NUMERIC
@ATTRIBUTE regressionFeatures_20 NUMERIC
@ATTRIBUTE regressionFeatures_21 NUMERIC
@ATTRIBUTE regressionFeatures_22 NUMERIC
@ATTRIBUTE regressionFeatures_23 NUMERIC
@ATTRIBUTE regressionFeatures_24 NUMERIC
@ATTRIBUTE regressionFeatures_25 NUMERIC
@ATTRIBUTE regressionFeatures_26 NUMERIC
@ATTRIBUTE regressionFeatures_27 NUMERIC
@ATTRIBUTE regressionFeatures_28 NUMERIC
@ATTRIBUTE regressionFeatures_29 NUMERIC
@ATTRIBUTE regressionFeatures_30 NUMERIC
@ATTRIBUTE regressionFeatures_31 NUMERIC
@ATTRIBUTE regressionFeatures_32 NUMERIC
@ATTRIBUTE regressionFeatures_33 NUMERIC
@ATTRIBUTE regressionFeatures_34 NUMERIC
@ATTRIBUTE regressionFeatures_35 NUMERIC
@ATTRIBUTE regressionFeatures_36 NUMERIC
@ATTRIBUTE regressionFeatures_37 NUMERIC
@ATTRIBUTE regressionFeatures_38 NUMERIC
@ATTRIBUTE regressionFeatures_39 NUMERIC
@ATTRIBUTE regressionFeatures_40 NUMERIC
@ATTRIBUTE regressionFeatures_41 NUMERIC
@ATTRIBUTE regressionFeatures_42 NUMERIC
@ATTRIBUTE regressionFeatures_43 NUMERIC
@ATTRIBUTE regressionFeatures_44 NUMERIC
@ATTRIBUTE regressionFeatures_45 NUMERIC
@ATTRIBUTE regressionFeatures_46 NUMERIC
@ATTRIBUTE regressionFeatures_47 NUMERIC
@ATTRIBUTE regressionFeatures_48 NUMERIC
@ATTRIBUTE regressionFeatures_49 NUMERIC
@ATTRIBUTE regressionFeatures_50 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_1 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_2 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_3 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_4 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_5 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_6 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_7 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_8 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_9 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_10 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_11 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_12 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_13 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_14 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_15 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_16 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_17 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_18 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_19 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_20 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_21 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_22 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_23 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_24 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_25 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_26 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_27 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_28 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_29 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_30 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_31 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_32 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_33 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_34 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_35 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_36 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_37 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_38 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_39 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_40 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_41 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_42 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_43 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_44 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_45 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_46 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_47 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_48 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_49 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_50 NUMERIC
@ATTRIBUTE threadLength NUMERIC

@DATA
194191,1,0,1,2,01,012,0.00285721,0.00314069,1,2,314,301,0,0,0,0,0,0,0.3000,0.1250,0.3000,0.3333,1.0000,1.0000,0.2478,0.0870,0.3391,0.2713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,3,7,0.081613132841,0.0749399412759,0.0532446540321,0.0716774920663,0.0449254085476,0.0542456327669,0.0264999851707,0.0406323219741,0.0331657620785,0.0524735296735,0.0399946614467,0.0971987424741,0.0463119494617,0.0283165762078,0.035620013643,0.0463860960346,0.022933535012,0.0587315004301,0.0552688554735,0.0358202093899,0.0383516219813,0.0740635703222,0.0524007940836,0.0679988655948,0.0440672789546,0.0487357926656,0.0226226575623,0.0476232029495,0.0315451907764,0.042627456969,0.0347956979864,0.138004755776,0.0711402953817,0.0677370797792,0.0255895634722,0.0542551102773,0.0273784332119,0.0427147189075,0.0432601060233,0.0250878073256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
194206,0,3,7,7,01,012,0.00041592,0.00131290,1,2,141,308,0,0,0,1,0,1,0.1724,0.1000,0.1724,0.1000,1.0000,2.0000,0.5923,0.0036,0.6143,0.1059,1.0000,0.0000,0.0000,0.0000,2.0000,0.0000,1.3333,3,5,0.105515219213,0.0564786372522,0.0350321139347,0.070929907847,0.0521223122033,0.0615889416364,0.0370427254957,0.0397095783301,0.0340128455739,0.0361491203574,0.0366238480871,0.101340407707,0.0297961463278,0.0288048031276,0.052499301871,0.036861211952,0.0132504886903,0.0631946383692,0.0717118123429,0.0373359396817,0.0584006302935,0.0598778806382,0.0488477447311,0.0633247981091,0.106362024818,0.0855820366358,0.0822336025212,0.0378176088241,0.0,0.0522946622021,0.0,0.0,0.0480598778806,0.0527870789837,0.0378176088241,0.0465826275359,0.0292495568249,0.0516052787079,0.0405751428009,0.0985818396691,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
194315,-1,-1,1,2,01,012,0.00012533,0.00015417,4,4,1559,305,0,0,0,0,0,0,0.5254,0.3594,0.5254,0.3594,1.0000,2.0000,0.1957,0.2936,0.4077,0.4422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6667,3,12,0.0501519955119,0.0900035226428,0.0686589168526,0.0469359531358,0.0688415724034,0.0429827651441,0.0358265816014,0.0514436311923,0.0450311166778,0.0501389486868,0.0453833809542,0.0917387503751,0.0401907445823,0.0393427009537,0.0278810651428,0.0265568123997,0.0303534384907,0.0593956710634,0.0447962738268,0.0443461583624,0.09504542666,0.0498670795478,0.0445794747451,0.0472817037189,0.0422862317782,0.048742368029,0.0395255762321,0.0538108731851,0.0322368613245,0.0656714673834,0.0441558820952,0.0740556805235,0.0383132248547,0.0556220969297,0.0402705150302,0.0308054103006,0.0496625865444,0.0387368175046,0.0579591598259,0.0513715637872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
194347,1,1,1,1,01,012,0.00010232,0.00014836,14,13,3554,2975,0,0,1,0,1,0,0.1986,0.1778,0.1986,0.4889,1.0000,1.0000,0.0075,0.0241,12.2092,0.4828,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3,45,0.0705959524945,0.0631967635021,0.0488785873905,0.075383847641,0.0609762221608,0.0441299244231,0.0338165691616,0.0460413161925,0.0391364526577,0.0500069048635,0.0330837120546,0.0914643332413,0.0416645742838,0.0344505611771,0.0355553393427,0.0474113038893,0.024347490396,0.056955708439,0.0581734752806,0.0447309614081,0.0713076045413,0.0868973491806,0.0553290116603,0.0499721154879,0.0513791321521,0.0510721466981,0.0381327098118,0.0453315187082,0.030268765765,0.0482325312486,0.039826246233,0.102737798607,0.0491330219136,0.0373959447222,0.0287747698888,0.0358610174521,0.0239243997155,0.055277847418,0.0508367911834,0.0483092776121,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
194395,0,0,0,0,00,000,0.00000000,0.00000000,-1,-1,-1,-1,0,0,1,1,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,2.0000,0.0000,0.0000,1.7103,1.7103,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0.0911392250448,0.0739074805253,0.0459818552143,0.0569108670227,0.0482507168442,0.0526449185744,0.0328389474681,0.0463727223591,0.0365552389939,0.0513013127639,0.0389034955127,0.0909407378228,0.0489103051512,0.0296112398733,0.0320449985801,0.0455696125224,0.0379049521035,0.0515059072851,0.0481071953145,0.0405982710236,0.0911392250448,0.0739074805253,0.0459818552143,0.0569108670227,0.0482507168442,0.0526449185744,0.0328389474681,0.0463727223591,0.0365552389939,0.0513013127639,0.0389034955127,0.0909407378228,0.0489103051512,0.0296112398733,0.0320449985801,0.0455696125224,0.0379049521035,0.0515059072851,0.0481071953145,0.0405982710236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
194411,-1,1,0,1,00,001,0.00000000,0.00062500,-1,6,-1,375,0,0,1,0,0,1,1.0000,0.4444,1.0000,0.4444,1.0000,2.0000,0.0000,0.1092,1.0774,0.2384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3333,2,6,0.0946854457934,0.0602337230635,0.0646016528545,0.0633306686757,0.05339858869,0.0571195242723,0.0319183809617,0.0364617180716,0.0367348934041,0.0553108160179,0.0268574484849,0.0905676870963,0.0396248008696,0.0397139422939,0.0303799725099,0.0357485866771,0.0309205721154,0.0599662987906,0.0510550318896,0.0413702474681,0.0381458035532,0.104349601797,0.0490912803757,0.0585256279355,0.0550541147641,0.0767817030835,0.0431692873188,0.0582805799469,0.0134367980396,0.0491321217072,0.023892178885,0.0938125382887,0.0878088625689,0.0526036348785,0.0621196651011,0.0176434551766,0.0274045333878,0.0269552787421,0.0430467633245,0.0187461711252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758
195169,-1,0,9,9,01,010,0.00018704,0.00039405,1,-1,32,-1,0,0,1,0,0,0,0.3600,0.3778,0.3600,0.4444,1.0000,1.0000,3.6512,0.0033,0.5725,0.3435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3333,2,1,0.124973450253,0.0639014473405,0.0573019388901,0.0497087113512,0.0492611584792,0.0497314682768,0.0273765816063,0.0259125527202,0.0511575689535,0.0466061838153,0.0187668780532,0.0929544558061,0.0423961525624,0.026959371302,0.0361531692812,0.0319431380283,0.0467275540856,0.061360257305,0.0582273872015,0.0385805746882,0.0697353914002,0.0742374127159,0.0496141124587,0.0576304667402,0.0708379272326,0.0564819919147,0.0446527012128,0.0229005880191,0.0233140389563,0.0563441749357,0.0203509739067,0.115835170893,0.0493384785006,0.0251056596839,0.0437339213524,0.024026093348,0.0258406835722,0.0630282984197,0.0383131201764,0.0686787945608,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
195176,2,1,1,1,00,001,0.00024591,0.00018785,-1,21,-1,1793,0,0,0,0,1,0,0.4516,0.2500,0.4516,0.3750,1.0000,1.0000,0.0028,0.0017,0.8834,0.3420,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.6667,2,21,0.0716486493665,0.0758718691067,0.0558182156233,0.0547026481447,0.0421657945762,0.0597492629286,0.0354059868788,0.055499482058,0.0384206751839,0.0692183059311,0.0477834736646,0.0760179553242,0.060612499668,0.0429095062286,0.0172780153523,0.0405588461845,0.0398018539669,0.042032988924,0.0365879571835,0.0379160137055,0.0855077962991,0.0649912197877,0.0575787792416,0.078095355753,0.0486750262524,0.0561404128023,0.0266230156279,0.0342472401895,0.036144471996,0.0466719024382,0.0316352373305,0.100385623395,0.0384387988317,0.0340972265118,0.0427097764796,0.0454629686824,0.0253699602023,0.05737581956,0.0570669678706,0.0327824007483,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
195274,-1,1,0,4,00,001,0.00000000,0.00046469,-1,6,-1,1255,0,0,0,0,0,0,1.0000,0.4286,1.0000,0.4286,1.0000,2.0000,0.0000,4.0000,1.6028,0.3972,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,-0.3333,2,6,0.0427521889723,0.0604038035411,0.077673558075,0.069068261515,0.0539821009832,0.0544069875008,0.0409934814879,0.0595863003679,0.0265957446809,0.0524815523955,0.0294838973388,0.128794397952,0.0428974033518,0.0671374480993,0.023433298195,0.0442150893875,0.022357636125,0.0490071639094,0.0269291999226,0.0278004861993,0.0767831272531,0.0564671001651,0.0665071931539,0.0693372864796,0.0342643441933,0.0597014925373,0.0520871938277,0.0450456521007,0.0532663993801,0.0525925676359,0.0401940635423,0.0702469593343,0.0385768673562,0.0329840638792,0.0423166335366,0.0400929887807,0.0464943903507,0.0345675684782,0.0497624743102,0.0387116337051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
195278,0,-1,6,7,01,012,0.00041282,0.00061803,1,1,211,64,0,0,1,0,0,0,0.0833,0.1212,0.0833,0.3939,1.0000,1.0000,0.0374,0.0280,0.5739,0.3945,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.3333,3,4,0.0602662621066,0.0710618603168,0.0589580378835,0.0695007860339,0.0585732660532,0.0462495740026,0.0277695326671,0.0431164319559,0.0291657047371,0.0457438738828,0.0450292976265,0.11478293372,0.0348383408639,0.0334531622748,0.0451392324352,0.0451832063586,0.0251970581445,0.0528016885987,0.0508998164089,0.0422699339292,0.0309467503873,0.0458696893093,0.0550436271712,0.0902307755035,0.0728206800946,0.0385305390198,0.0298866509011,0.0526787898557,0.0473782924244,0.0409769224496,0.0220989969828,0.0890483568458,0.059243252059,0.0578977411726,0.0321291690451,0.046032781538,0.0248715648699,0.0501508603115,0.0683764168637,0.045788143195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
195292,0,2,1,1,01,010,0.00006358,0.01615366,6,-1,664,-1,0,0,0,0,0,1,0.5000,0.3158,0.5000,0.3158,1.0000,2.0000,0.0005,0.0001,0.2883,0.2490,0.0000,0.0000,0.0000,0.5000,2.0000,0.0000,0.6667,2,6,0.0570074954038,0.0833828312827,0.0669777966341,0.0844435016264,0.0508556074106,0.0538820534578,0.0250601046528,0.045311837081,0.0332060528921,0.0606562013859,0.0316928298685,0.11381699901,0.0307452976948,0.0389760995616,0.0213265450431,0.0344222882195,0.0351576863244,0.0475463159383,0.0434874840899,0.0420449724226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324912891986,0.0,0.0,0.0,0.277003484321,0.398083623693,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
195315,-2,0,1,1,01,012,0.00281702,0.00281702,9,26,799,2181,0,0,0,0,0,0,0.5556,1.0000,0.5556,1.0000,1.0000,2.0000,0.0043,0.0213,0.0908,0.0303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3333,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
195407,3,0,1,7,01,012,0.00019409,0.00013497,1,1,6,15,0,0,0,0,1,0,0.2973,0.1290,0.2973,0.1935,1.0000,1.0000,0.0002,0.0261,0.7872,0.6596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3,3,0.0914806812234,0.07942909291,0.0558828660771,0.0419792519426,0.0563794237247,0.0431803846309,0.0318870532659,0.0396843503818,0.0375303638291,0.039241474642,0.0376712788372,0.100264383396,0.0355642639539,0.0418584676499,0.0387046555635,0.036094372794,0.0296458336129,0.0513199039094,0.0661361104774,0.0460657871781,0.0782899190908,0.0808981032397,0.0701213083096,0.058734087302,0.0518640192673,0.0574965871633,0.0329463601958,0.0406710247389,0.0278964717373,0.0462647473391,0.040648827427,0.106241884108,0.0277910345057,0.0408319552502,0.0276134560105,0.0405822354913,0.0233682201085,0.0485510704654,0.0597218676818,0.039466820568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
195412,1,0,2,6,01,012,0.00003907,0.00007445,1,1,19,20,0,0,1,0,0,0,0.4615,0.3382,0.4615,0.3382,1.0000,2.0000,0.0129,0.3194,0.4000,1.0462,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.6667,3,18,0.0500573573887,0.0819272082595,0.0661382834498,0.0832620711232,0.0454687662947,0.0408593179685,0.0171446449056,0.0400458859109,0.0312232766712,0.0524976535614,0.0388361664407,0.111231619564,0.0435916153926,0.0442590468245,0.0314527062259,0.0432578996767,0.0403378871624,0.049577641047,0.0413390343101,0.0474919178225,0.0590656606197,0.0678567988441,0.0764424466206,0.0761663188313,0.0411045111575,0.0441997110291,0.0286209664473,0.0447840744903,0.0338481297158,0.0593867394445,0.0384845079467,0.0958934018301,0.0396981859046,0.0351196018623,0.0353764649221,0.0565227163269,0.0374121046717,0.0543907529298,0.0376047519666,0.0380221544389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
