@RELATION thread_length

@ATTRIBUTE threadID NUMERIC
@ATTRIBUTE sentiment_1 NUMERIC
@ATTRIBUTE sentiment_2 NUMERIC
@ATTRIBUTE time_1 NUMERIC
@ATTRIBUTE time_2 NUMERIC
@ATTRIBUTE arrivalPattern_1 NUMERIC
@ATTRIBUTE arrivalPattern_2 NUMERIC
@ATTRIBUTE topicMSE_1 NUMERIC
@ATTRIBUTE topicMSE_2 NUMERIC
@ATTRIBUTE posterInteractions_1 NUMERIC
@ATTRIBUTE posterInteractions_2 NUMERIC
@ATTRIBUTE mutualInteractions_1 NUMERIC
@ATTRIBUTE mutualInteractions_2 NUMERIC
@ATTRIBUTE numWords_1 NUMERIC
@ATTRIBUTE numWords_2 NUMERIC
@ATTRIBUTE question_1 NUMERIC
@ATTRIBUTE question_2 NUMERIC
@ATTRIBUTE exclaim_1 NUMERIC
@ATTRIBUTE exclaim_2 NUMERIC
@ATTRIBUTE onThreadTopic_1 NUMERIC
@ATTRIBUTE onThreadTopic_2 NUMERIC
@ATTRIBUTE overlapPrevious_1 NUMERIC
@ATTRIBUTE overlapPrevious_2 NUMERIC
@ATTRIBUTE overlapDistance_1 NUMERIC
@ATTRIBUTE overlapDistance_2 NUMERIC
@ATTRIBUTE timeliness_1 NUMERIC
@ATTRIBUTE timeliness_2 NUMERIC
@ATTRIBUTE lengthiness_1 NUMERIC
@ATTRIBUTE lengthiness_2 NUMERIC
@ATTRIBUTE formatPunctuation_1 NUMERIC
@ATTRIBUTE formatPunctuation_2 NUMERIC
@ATTRIBUTE formatEmoticons_1 NUMERIC
@ATTRIBUTE formatEmoticons_2 NUMERIC
@ATTRIBUTE formatCapitals_1 NUMERIC
@ATTRIBUTE formatCapitals_2 NUMERIC
@ATTRIBUTE averageSentiment NUMERIC
@ATTRIBUTE participants NUMERIC
@ATTRIBUTE totalLinks NUMERIC
@ATTRIBUTE topicScores_1_1 NUMERIC
@ATTRIBUTE topicScores_1_2 NUMERIC
@ATTRIBUTE topicScores_1_3 NUMERIC
@ATTRIBUTE topicScores_1_4 NUMERIC
@ATTRIBUTE topicScores_1_5 NUMERIC
@ATTRIBUTE topicScores_1_6 NUMERIC
@ATTRIBUTE topicScores_1_7 NUMERIC
@ATTRIBUTE topicScores_1_8 NUMERIC
@ATTRIBUTE topicScores_1_9 NUMERIC
@ATTRIBUTE topicScores_1_10 NUMERIC
@ATTRIBUTE topicScores_1_11 NUMERIC
@ATTRIBUTE topicScores_1_12 NUMERIC
@ATTRIBUTE topicScores_1_13 NUMERIC
@ATTRIBUTE topicScores_1_14 NUMERIC
@ATTRIBUTE topicScores_1_15 NUMERIC
@ATTRIBUTE topicScores_1_16 NUMERIC
@ATTRIBUTE topicScores_1_17 NUMERIC
@ATTRIBUTE topicScores_1_18 NUMERIC
@ATTRIBUTE topicScores_1_19 NUMERIC
@ATTRIBUTE topicScores_1_20 NUMERIC
@ATTRIBUTE topicScores_2_1 NUMERIC
@ATTRIBUTE topicScores_2_2 NUMERIC
@ATTRIBUTE topicScores_2_3 NUMERIC
@ATTRIBUTE topicScores_2_4 NUMERIC
@ATTRIBUTE topicScores_2_5 NUMERIC
@ATTRIBUTE topicScores_2_6 NUMERIC
@ATTRIBUTE topicScores_2_7 NUMERIC
@ATTRIBUTE topicScores_2_8 NUMERIC
@ATTRIBUTE topicScores_2_9 NUMERIC
@ATTRIBUTE topicScores_2_10 NUMERIC
@ATTRIBUTE topicScores_2_11 NUMERIC
@ATTRIBUTE topicScores_2_12 NUMERIC
@ATTRIBUTE topicScores_2_13 NUMERIC
@ATTRIBUTE topicScores_2_14 NUMERIC
@ATTRIBUTE topicScores_2_15 NUMERIC
@ATTRIBUTE topicScores_2_16 NUMERIC
@ATTRIBUTE topicScores_2_17 NUMERIC
@ATTRIBUTE topicScores_2_18 NUMERIC
@ATTRIBUTE topicScores_2_19 NUMERIC
@ATTRIBUTE topicScores_2_20 NUMERIC
@ATTRIBUTE regressionFeatures_1 NUMERIC
@ATTRIBUTE regressionFeatures_2 NUMERIC
@ATTRIBUTE regressionFeatures_3 NUMERIC
@ATTRIBUTE regressionFeatures_4 NUMERIC
@ATTRIBUTE regressionFeatures_5 NUMERIC
@ATTRIBUTE regressionFeatures_6 NUMERIC
@ATTRIBUTE regressionFeatures_7 NUMERIC
@ATTRIBUTE regressionFeatures_8 NUMERIC
@ATTRIBUTE regressionFeatures_9 NUMERIC
@ATTRIBUTE regressionFeatures_10 NUMERIC
@ATTRIBUTE regressionFeatures_11 NUMERIC
@ATTRIBUTE regressionFeatures_12 NUMERIC
@ATTRIBUTE regressionFeatures_13 NUMERIC
@ATTRIBUTE regressionFeatures_14 NUMERIC
@ATTRIBUTE regressionFeatures_15 NUMERIC
@ATTRIBUTE regressionFeatures_16 NUMERIC
@ATTRIBUTE regressionFeatures_17 NUMERIC
@ATTRIBUTE regressionFeatures_18 NUMERIC
@ATTRIBUTE regressionFeatures_19 NUMERIC
@ATTRIBUTE regressionFeatures_20 NUMERIC
@ATTRIBUTE regressionFeatures_21 NUMERIC
@ATTRIBUTE regressionFeatures_22 NUMERIC
@ATTRIBUTE regressionFeatures_23 NUMERIC
@ATTRIBUTE regressionFeatures_24 NUMERIC
@ATTRIBUTE regressionFeatures_25 NUMERIC
@ATTRIBUTE regressionFeatures_26 NUMERIC
@ATTRIBUTE regressionFeatures_27 NUMERIC
@ATTRIBUTE regressionFeatures_28 NUMERIC
@ATTRIBUTE regressionFeatures_29 NUMERIC
@ATTRIBUTE regressionFeatures_30 NUMERIC
@ATTRIBUTE regressionFeatures_31 NUMERIC
@ATTRIBUTE regressionFeatures_32 NUMERIC
@ATTRIBUTE regressionFeatures_33 NUMERIC
@ATTRIBUTE regressionFeatures_34 NUMERIC
@ATTRIBUTE regressionFeatures_35 NUMERIC
@ATTRIBUTE regressionFeatures_36 NUMERIC
@ATTRIBUTE regressionFeatures_37 NUMERIC
@ATTRIBUTE regressionFeatures_38 NUMERIC
@ATTRIBUTE regressionFeatures_39 NUMERIC
@ATTRIBUTE regressionFeatures_40 NUMERIC
@ATTRIBUTE regressionFeatures_41 NUMERIC
@ATTRIBUTE regressionFeatures_42 NUMERIC
@ATTRIBUTE regressionFeatures_43 NUMERIC
@ATTRIBUTE regressionFeatures_44 NUMERIC
@ATTRIBUTE regressionFeatures_45 NUMERIC
@ATTRIBUTE regressionFeatures_46 NUMERIC
@ATTRIBUTE regressionFeatures_47 NUMERIC
@ATTRIBUTE regressionFeatures_48 NUMERIC
@ATTRIBUTE regressionFeatures_49 NUMERIC
@ATTRIBUTE regressionFeatures_50 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_1 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_2 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_3 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_4 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_5 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_6 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_7 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_8 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_9 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_10 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_11 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_12 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_13 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_14 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_15 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_16 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_17 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_18 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_19 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_20 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_21 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_22 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_23 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_24 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_25 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_26 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_27 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_28 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_29 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_30 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_31 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_32 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_33 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_34 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_35 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_36 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_37 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_38 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_39 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_40 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_41 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_42 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_43 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_44 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_45 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_46 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_47 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_48 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_49 NUMERIC
@ATTRIBUTE semanticRegressionFeatures_50 NUMERIC
@ATTRIBUTE threadLength NUMERIC

@DATA
64110,0,-1,5,5,01,011,0.00014011,0.00578244,18,18,5347,5347,0,0,0,0,0,0,0.3011,0.3333,0.3011,1.0000,1.0000,1.0000,0.0687,0.0001,1.1348,0.4393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3333,2,18,0.062804518927,0.0708587338132,0.0494726133747,0.0500768707119,0.0587276941081,0.0355517481394,0.0321174247929,0.0546049763269,0.0539930701627,0.0485394564743,0.040163990852,0.0789664904887,0.0435524212362,0.0480652291971,0.0312913514713,0.0582381691768,0.0380070216232,0.0505434491621,0.0428181338392,0.0516066361224,0.0672429134359,0.0,0.0611414770561,0.0833862971908,0.0,0.0,0.0447438667853,0.0,0.302910893606,0.0533875683234,0.0517350959705,0.0,0.0,0.0945722638871,0.0,0.14007881022,0.0447438667853,0.0,0.0,0.0560569467395,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
64272,-2,1,2,5,01,012,0.00017521,0.00011037,2,2,94,358,0,0,0,0,0,0,0.4667,0.5278,0.4667,0.5278,1.0000,2.0000,0.0388,0.2158,0.4989,0.1996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3333,3,11,0.0589365761278,0.0687414580447,0.0634611886204,0.0650984453058,0.0515619242197,0.048026196107,0.030240270917,0.0435948745936,0.0281971984719,0.0557273664423,0.0352593255995,0.0998773223623,0.0329410447657,0.0497800665165,0.0333421959764,0.0564130551396,0.0347975352523,0.0447470181871,0.0576258378696,0.0416310994808,0.0743649871337,0.0887565368972,0.0659396530256,0.0564767161949,0.0648916742758,0.0578359757616,0.0412032041172,0.03606707064,0.0215095044409,0.0442433800946,0.0427699842284,0.0983854901635,0.0349775877812,0.0326844857641,0.0436519465427,0.0369594089815,0.0232215489333,0.0555740018262,0.0455818876069,0.0349049555906,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
64282,-1,-1,1,1,01,010,0.00030061,0.00008829,3,-1,1231,-1,0,0,0,0,0,0,0.3953,0.6571,0.3953,0.6571,1.0000,2.0000,0.0246,0.0246,0.6088,0.2478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6667,2,3,0.0450338651077,0.0677152639684,0.0539599001241,0.0717372127446,0.0493099890854,0.040892304472,0.0318466575961,0.0391130780617,0.0572492262608,0.0432994931447,0.0299328678438,0.118191468684,0.0482035793849,0.062870983658,0.0244307223061,0.0636484607449,0.0298431589492,0.0407726926125,0.0442115335736,0.0377375416773,0.0719234657396,0.0638484108785,0.0619991616737,0.0737973716005,0.0510639347092,0.0463175284168,0.0423724634465,0.046391498385,0.0360726878221,0.0477476144685,0.0354562714205,0.0926966984738,0.030303030303,0.0439751460907,0.0365781492714,0.0586951697611,0.0199842197401,0.0577952018147,0.0450600389575,0.0379219370269,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
64305,0,0,1,2,01,012,0.00007921,0.00018039,1,1,21,23,0,0,1,1,0,0,0.8640,0.6429,0.8640,0.6429,1.0000,2.0000,0.3113,0.1802,1.8363,0.6765,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.3333,3,3,0.0616069444064,0.0962041426514,0.0583095083684,0.060529112128,0.0566836257791,0.0461975964949,0.0315068034357,0.0485481233844,0.0337355413671,0.0517603071518,0.0445717139056,0.0970992914927,0.0405222310519,0.0290801584474,0.0312236441083,0.0389602876655,0.024957602219,0.0540742973538,0.05064898291,0.0437800856785,0.0780132307858,0.06276555693,0.0526004410262,0.048862475125,0.0285322433174,0.0875598343463,0.0333189910181,0.0494272037864,0.0380250631958,0.0403108696821,0.0564997579734,0.103963857366,0.0256279244877,0.0289894046146,0.0301726456193,0.0485397730329,0.0403108696821,0.0466304523208,0.0491851772172,0.0506642284731,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
64366,0,0,2,3,01,012,0.00031792,0.01377483,30,3,2422,633,0,0,0,1,0,0,0.2000,0.6667,0.2000,0.6667,1.0000,2.0000,0.5788,1.2542,0.5217,0.5217,2.0000,0.0000,0.0000,0.0000,11.0000,1.0000,0.0000,3,35,0.0500239120038,0.0871831659493,0.054806312769,0.0399330463893,0.055906264945,0.0460545193687,0.0268292682927,0.0524151123864,0.0375418460067,0.0699665231946,0.0341941654711,0.0937828790053,0.0393591582975,0.0371114299378,0.0334289813486,0.0627929220469,0.042037302726,0.0622668579627,0.0393591582975,0.0350071736011,0.0,0.0,0.46493902439,0.0,0.0,0.0,0.298780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236280487805,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
64370,1,0,1,3,01,010,0.00011496,0.00009418,1,-1,20,-1,0,0,0,0,0,0,0.3400,0.3463,0.3400,0.3463,1.0000,2.0000,0.0057,0.0354,1.1364,2.3295,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,2,1,0.0747670010986,0.0675824135849,0.0657926327966,0.0531477587725,0.0470581387735,0.0434130974121,0.0370979359317,0.0461814372085,0.0450973829913,0.0493863089045,0.0304772021215,0.0885577713591,0.0464833717724,0.0360211572461,0.0301279766019,0.0393242486195,0.034442366876,0.0486223780803,0.0638209637169,0.0525984561322,0.0730221017619,0.0674474308895,0.0611065560564,0.0737023763064,0.0531938889864,0.0535161242969,0.0400466883161,0.0443001944153,0.0378483274197,0.0467205396367,0.0287290681313,0.0879702397789,0.0443897042238,0.0486360495383,0.0351236488494,0.0321304408537,0.0214859344287,0.0562193205131,0.0432475590675,0.0511638065299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
64384,0,0,1,1,01,010,0.00012739,0.00004253,6,-1,965,-1,0,0,1,0,0,1,0.3415,0.6573,0.3415,0.6573,1.0000,2.0000,0.0736,0.0736,0.5601,1.9534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,2,6,0.101506286076,0.0617142405314,0.0523246619752,0.0695224163833,0.0360460978888,0.0458013758204,0.0348205107931,0.045336838776,0.0377658733296,0.0345635328536,0.0282873408714,0.108454574207,0.0343559737487,0.0299873487784,0.0355420257769,0.0340495769748,0.014212856804,0.0623863366806,0.0840515537282,0.0492705780027,0.0928810659099,0.0581106601421,0.0533893972434,0.0606773577622,0.0374205732291,0.0430078357314,0.0386517533884,0.0435243053744,0.0469830869234,0.0531859395052,0.0355320680697,0.0729161232432,0.0485950982336,0.0423765950565,0.0338470206484,0.0559091430777,0.0324071658859,0.0506557599407,0.0477969178761,0.0521321327588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
64684,-1,1,4,5,01,010,0.00016391,0.00024634,1,-1,9,-1,0,0,0,0,0,0,0.3649,0.5455,0.3649,0.5455,1.0000,2.0000,0.0041,0.0048,0.6971,0.9326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,2,1,0.0562962860617,0.0979813750415,0.0474466674036,0.0483102133304,0.0652840720681,0.0543550348182,0.0384174311927,0.0471979661766,0.0485658229247,0.0427904277661,0.0429769536863,0.101014148336,0.0429700453189,0.0347214546258,0.0304313584614,0.0335608489002,0.0234331822704,0.0572496407649,0.044455344313,0.0425417265392,0.0714169964143,0.104083370408,0.0524954257648,0.0467382241066,0.0711518233594,0.0458778848619,0.0258366946473,0.0428549120362,0.0371654768253,0.0384029510815,0.0474983868639,0.113243626271,0.037492523593,0.0294165308882,0.0329786889255,0.0276104077478,0.0212197371251,0.0616055933836,0.0555478622632,0.0373628834329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
64697,0,0,0,6,00,000,0.00000000,0.00018516,-1,-1,-1,-1,0,0,0,0,0,0,1.0000,0.4464,1.0000,0.4464,1.0000,2.0000,0.0000,0.4990,0.7616,1.1223,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1,0,0.0650702335698,0.0623259406826,0.0589921330271,0.0629967678328,0.0466123228915,0.0274226007765,0.0338462789421,0.0652938426199,0.0451690281138,0.0547638891712,0.0426483442766,0.0825320675706,0.0623665968735,0.0371394304068,0.0420791576037,0.0444372166772,0.0466733071779,0.0501087553107,0.013721464436,0.0558006220397,0.0554098852991,0.0771025608446,0.0437549813452,0.0479133217054,0.0518290922112,0.0517944393749,0.0481096877779,0.0632414263107,0.0317419980825,0.0675499289617,0.045903457198,0.0712693333949,0.0715234541947,0.0267981934321,0.0250077968882,0.0419761357467,0.0250771025608,0.0503505711943,0.0372980028415,0.0663486306354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
64775,-1,1,1,6,01,012,0.00074369,0.00066829,4,1,2182,18,0,0,0,0,0,1,0.1228,0.1439,0.1228,0.2446,1.0000,1.0000,0.0002,0.0881,0.4415,1.0768,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,6,0.0506176961603,0.0345575959933,0.0776293823038,0.0664440734558,0.0341903171953,0.0259766277129,0.0400333889816,0.0442070116861,0.117295492487,0.0462437395659,0.0495158597663,0.0728547579299,0.0380968280467,0.0617696160267,0.0189315525876,0.0893823038397,0.0371953255426,0.0380968280467,0.0,0.0569616026711,0.0466738267692,0.0657245019581,0.060688417661,0.0810816120709,0.0428230887111,0.0500661436299,0.0588678306199,0.0457176911289,0.0393325387366,0.0450431570813,0.0226394582771,0.105973883089,0.0508782040367,0.0523975428624,0.0338707776133,0.0316834536143,0.0288936331845,0.0328557021048,0.0564316493995,0.048356887451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
64808,0,0,2,5,01,012,0.00019880,0.00020361,1,1,8,29,0,0,0,0,0,0,0.5667,0.3115,0.5667,0.3115,1.0000,2.0000,0.0904,0.7742,0.3521,1.4319,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.3333,3,4,0.0735183532339,0.0700747060601,0.0684934395007,0.0525331890281,0.056616370677,0.0456810339375,0.036488604339,0.0531235285436,0.0247591203941,0.0389905194285,0.0408318164887,0.0956420293624,0.0389342966175,0.0370789438545,0.0463627355209,0.066286694169,0.0249840116381,0.0457161731944,0.0420898018849,0.0417946321271,0.0599574311741,0.0552191154299,0.0441208143822,0.0635428412157,0.0768962764947,0.0548073633933,0.0447036018801,0.0374567660362,0.0272009730017,0.052108803892,0.0334215960776,0.113187467535,0.0392874789373,0.0440511332683,0.0248761576567,0.0472881377406,0.0212337357946,0.0718538977081,0.050297094931,0.038489313451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
64818,-1,0,5,5,00,001,0.00020219,0.00043202,-1,1,-1,121,0,0,0,0,0,0,0.6724,0.1509,0.6724,0.2075,1.0000,1.0000,0.0171,0.0061,1.1582,1.0584,0.0000,2.0000,0.0000,0.0000,1.0000,8.0000,-0.6667,2,1,0.0649386526444,0.0697016460905,0.0405044962658,0.0566224660875,0.0592040085353,0.0619570187471,0.0654816338973,0.0473632068282,0.0297115531169,0.0447054564853,0.0420286541686,0.103918991007,0.0639574759945,0.0165942691663,0.0515927450084,0.0312642889803,0.0202998780674,0.0575750647767,0.029787761012,0.04279073312,0.131334361743,0.0706517547243,0.0485345160046,0.0696490551485,0.0414866949479,0.0482549170845,0.0590917855766,0.0392691862707,0.0222811415349,0.0413324334747,0.0401465483995,0.105379868878,0.0543096799074,0.0167855765523,0.0462784419591,0.0316428846895,0.0163999228693,0.0473679136136,0.0271693019668,0.0426340146548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
64831,1,2,1,2,01,012,0.00381982,0.00138884,1,1,146,48,0,0,0,0,1,0,0.2500,0.3333,0.2500,0.3333,1.0000,2.0000,0.0348,0.1297,0.0392,0.4414,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.3333,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507799928861,0.0980792357594,0.0502972611325,0.0531767136977,0.0751621809312,0.0439963414014,0.027109199004,0.051982587781,0.0442758176798,0.0418621589119,0.0477311607581,0.0930401937702,0.0408712884703,0.0375599180203,0.0308948322295,0.0371703450262,0.0227392062874,0.0644404546147,0.0469943596606,0.0418367519775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
64884,1,0,1,4,01,012,0.00014993,0.04893528,5,37,772,5667,0,0,0,0,0,0,0.1379,0.3913,0.1379,0.3913,1.0000,2.0000,0.3848,4.0838,0.3160,0.2506,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,3,52,0.0526546731022,0.0861781483107,0.0695699868363,0.0875822729267,0.0478279947345,0.0429793769197,0.0180342255375,0.0338306274682,0.0328433523475,0.055221588416,0.0408512505485,0.117003071523,0.0345985081176,0.0371215445371,0.0330846862659,0.0455024133392,0.0331285651602,0.0521500658183,0.0434839842036,0.0363536638877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
