@relation thread_length

@attribute threadID numeric
@attribute sentiment1 numeric
@attribute sentiment2 numeric
@attribute binnedTimeDiff1 numeric
@attribute binnedTimeDiff2 numeric
@attribute timeDiff1 numeric
@attribute timeDiff2 numeric
@attribute arrivalPattern1 numeric
@attribute arrivalPattern2 numeric
@attribute posterInteractions1 numeric
@attribute posterInteractions2 numeric
@attribute mutualInteractions1 numeric
@attribute mutualInteractions2 numeric
@attribute numWords1 numeric
@attribute numWords2 numeric
@attribute question1 numeric
@attribute question2 numeric
@attribute exclaim1 numeric
@attribute exclaim2 numeric
@attribute onThreadTopic1 numeric
@attribute onThreadTopic2 numeric
@attribute overlapPrevious1 numeric
@attribute overlapPrevious2 numeric
@attribute overlapDistance1 numeric
@attribute overlapDistance2 numeric
@attribute timeliness1 numeric
@attribute timeliness2 numeric
@attribute lengthiness1 numeric
@attribute lengthiness2 numeric
@attribute formatPunctuation1 numeric
@attribute formatPunctuation2 numeric
@attribute formatEmoticons1 numeric
@attribute formatEmoticons2 numeric
@attribute formatCapitals1 numeric
@attribute formatCapitals2 numeric
@attribute averageSentiment numeric
@attribute participants numeric
@attribute totalLinks numeric
@attribute threadLength numeric

@data
14666,0,0,5,5,1161,1427,1,10,1,-1,11,-1,24,37,0,0,0,0,0.5,0.7317,0.5,0.7317,1,2,2.9717,0.6813,0.2993,0.472,0,0,0,0,1,1,0,2,1,36
14667,1,1,2,4,130,420,1,10,5,-1,441,-1,52,97,0,0,0,0,0.2295,0.2545,0.2295,0.3,1,1,0.4544,1.0065,1.1414,2.0582,0,0,0,0,0,0,0.6667,2,5,18
14668,2,2,4,6,578,2850,1,12,1,1,66,58,47,51,0,0,0,0,0.0357,0.0526,0.0357,0.4386,1,1,1.9124,7.5198,1.7949,1.8269,0,0,0,0,0,0,1.3333,3,27,10
14669,-1,-2,7,7,3154,3302,1,12,1,1,11,51,7,29,1,0,0,0,0.4444,0.2353,0.4444,0.2353,1,2,0.3456,0.0162,0.1921,0.7256,0,0,0,0,0,1,-0.6667,3,3,7
14670,1,0,1,2,7,60,1,10,1,-1,30,-1,51,54,0,1,0,1,0.2712,0.209,0.2712,0.2388,1,1,0.0131,0.0994,1.0325,1.1725,0,0,0,0,1,0,0.3333,2,1,7
14671,-1,0,0,1,2,8,1,10,1,-1,1,-1,8,23,0,1,0,0,0.25,0.5862,0.25,0.5862,1,2,0.043,0.1028,0.1891,0.6855,0,0,0,0,0,0,-0.6667,2,1,13
14672,1,0,8,8,7448,9362,1,12,1,1,66,2,66,197,0,0,0,0,0.4247,0.3925,0.4247,0.3925,1,2,3.056,0.7852,0.6186,1.8136,0,0,0,0,0,0,0.6667,3,3,4
14673,1,0,7,7,5347,5739,1,10,1,-1,0,-1,53,101,0,0,0,0,0.4655,0.4414,0.4655,0.4414,1,2,2.7954,0.2046,0.6259,1.1978,0,0,0,0,0,0,1,2,1,3
14681,0,0,1,2,37,97,1,10,13,-1,715,-1,29,46,1,0,0,0,0.2,0.3137,0.2,0.3137,1,2,0.1512,0.2404,0.378,0.6426,0,0,0,0,0,0,0,2,13,11
14682,0,0,2,2,177,179,1,10,31,-1,1820,-1,19,60,0,0,0,0,0.4286,0.3607,0.4286,0.3607,1,2,3.9296,0.0525,0.5632,1.636,1,0,0,0,0,4,0,2,31,7
14683,1,-1,5,6,806,2762,1,12,1,1,1,1,114,103,1,0,1,0,0.432,0.5175,0.432,0.5614,1,1,1.0242,2.4848,0.9921,0.9048,0,0,0,0,0,0,0,3,3,5
14684,-1,0,3,4,314,458,1,10,1,-1,9,-1,33,185,1,0,0,0,0.5676,0.7751,0.5676,0.7751,1,2,0.235,0.1072,0.2253,1.2725,0,0,0,0,0,0,-0.3333,2,1,4
14685,1,-1,2,3,119,240,1,12,1,1,13,58,34,14,1,0,0,0,0.4054,0.4375,0.4054,0.4375,1,2,0.1161,0.1173,0.5913,0.2557,0,0,0,0,0,0,-0.3333,3,8,7
14686,-1,-2,6,6,1447,1878,0,1,-1,36,-1,1848,47,117,0,0,0,0,0.2069,0.1786,0.2069,0.3929,1,1,3.308,0.986,0.8766,2.1159,0,0,0,0,0,1,-1,2,36,6
14687,-2,-2,6,7,1685,5087,1,10,1,-1,33,-1,34,23,1,0,0,0,0.3846,0.4828,0.3846,0.4828,1,2,0.9937,2.0063,0.6464,0.4807,0,0,0,0,0,0,-2.3333,2,1,3
14689,2,2,2,5,121,1238,1,10,1,-1,166,-1,56,166,0,0,0,1,0.5333,0.5888,0.5333,0.5888,1,2,0.2955,2.7045,0.4327,1.4207,0,0,0,0,0,0,1.3333,2,1,3
14690,1,-1,4,9,591,15667,1,12,1,1,48,20,60,199,0,0,0,0,0.1571,0.1422,0.1571,0.3073,1,1,0.1572,4.0075,0.719,2.2392,0,0,0,0,0,0,-1,3,3,14
14692,0,-1,2,5,68,1371,1,12,1,1,7,3,18,98,0,1,1,0,0.3,0.2314,0.3,0.2314,1,2,0.2279,4.3219,0.1566,0.9474,0,1,0,0,0,0,-0.6667,3,3,7
14694,0,1,1,1,23,25,1,10,1,-1,1,-1,39,24,0,0,0,0,0.4048,0.36,0.4048,0.4,1,1,0.0825,0.0085,0.6885,0.4098,0,0,0,0,0,0,0.6667,2,1,4
14695,1,0,0,5,4,1148,1,12,5,3,468,250,2,17,0,1,1,0,0.3333,0.4762,0.3333,0.4762,1,2,0.0005,0.1258,0.0487,0.3409,0,0,0,0,1,0,0.3333,3,14,46
14696,0,0,5,6,1018,2212,1,10,1,-1,0,-1,74,28,1,0,0,0,0.6667,0.625,0.6667,0.625,1,2,1.3808,1.6192,0.9643,0.381,0,0,0,0,0,0,-1,2,1,3
14697,-1,-2,2,4,156,369,1,12,1,1,99,83,122,88,0,0,0,0,0.3817,0.3627,0.3817,0.402,1,1,0.0723,0.0985,1.3853,1.0786,0,0,0,0,0,0,-1,3,15,23
14698,0,0,4,4,516,517,1,11,1,1,83,83,30,16,1,0,0,0,0.4857,0.381,0.4857,0.381,1,2,0.4889,0.0007,0.5407,0.3244,0,0,0,0,0,0,0,2,1,15
14699,-3,-1,5,5,811,916,1,12,1,1,11,7,61,50,0,0,0,0,0.5915,0.3158,0.5915,0.3158,1,2,2.5811,0.3333,0.4622,0.371,0,0,0,0,0,0,-1.3333,3,4,8
14700,0,-2,1,1,12,39,1,10,1,-1,304,-1,40,128,0,1,0,1,0.4318,0.4483,0.4318,0.4483,1,2,0.0081,0.0168,0.6649,2.1913,0,0,0,0.0909,0,0,-0.6667,2,1,35
14701,1,1,5,8,1117,10047,1,12,1,1,83,5,45,27,0,0,0,0,0.3878,0.4375,0.3878,0.4688,1,1,0.4703,3.757,0.715,0.4669,0,0,0,0,0,0,0.6667,3,3,15
14702,0,0,8,8,7693,9037,1,12,1,1,3,28,30,44,1,0,0,1,0.6667,0.54,0.6667,0.54,1,2,4.5721,0.7987,0.72,1,0,0,0,0,0,0,0,3,3,6
14708,0,-1,5,5,727,1209,0,1,-1,1,-1,42,58,219,0,0,0,0,0.6143,0.8936,0.6143,0.8936,1,2,0.289,0.1916,0.3436,1.1534,0,0,0,0,0,28,-0.3333,2,1,12
14709,0,0,2,2,65,81,1,10,6,-1,150,-1,13,36,1,0,0,0,0.25,0.3409,0.25,0.3409,1,2,0.2259,0.0554,0.3836,1.0549,0,0,0,0,0,1,0,2,6,24
14710,1,1,4,4,518,598,1,10,1,-1,6,-1,24,70,1,0,0,0,0.3846,0.3784,0.3846,0.3784,1,2,0.6604,0.1028,0.589,1.6764,0,0,0,0,0,0,0.6667,2,1,7
14712,0,1,9,9,86713,103235,1,12,1,1,3,3,867,88,1,0,1,0,0.5214,0.4396,0.5214,0.6484,1,1,3.8385,0.7314,3.1647,0.286,0,0,0,0,0,1,0.3333,3,3,5
14713,0,-1,1,7,28,4830,0,1,-1,1,-1,17,14,2,0,0,0,0,0.5,0,0.5,0,1,0,0.0174,2.8932,0.32,0.04,0,0,0,0,0,0,-0.6667,2,1,4
14714,-1,1,5,5,953,1045,1,12,1,1,3,23,30,32,0,0,0,0,0.5938,0.6216,0.5938,0.6216,1,2,3.6996,0.3579,0.6751,0.7806,0,0,0,0,0,0,0.3333,3,3,5
14715,1,0,4,5,591,824,1,10,1,-1,26,-1,24,22,0,0,0,0,0.6897,0.8148,0.6897,0.8148,1,2,0.228,0.0898,0.134,0.1248,0,0,0,0,1,1,0.3333,2,1,12
14716,0,-1,1,1,16,34,1,10,1,-1,19,-1,168,278,0,1,0,0,0.6878,0.7252,0.6878,0.7252,1,2,0.7604,0.7731,0.9119,1.5102,0,0,0,0,1,0,0.3333,2,1,31
14719,-1,0,5,5,755,813,1,12,3,2,157,427,170,38,0,0,0,1,0.6943,0.4186,0.6943,0.4186,1,2,2.0456,0.1554,1.7599,0.3921,0,0,0,0,0,0,-0.3333,3,12,15
14720,-1,-1,5,5,1331,1345,1,12,1,1,6,6,22,227,1,0,0,0,0.4444,0.5,0.4444,0.5,1,2,2.446,0.0254,0.1781,1.715,0,0,0,0,0,0,-0.6667,3,7,5
14721,0,0,4,7,419,3883,1,10,9,-1,717,-1,8,37,1,0,0,0,0.3333,0.075,0.3333,0.075,1,2,0.3772,3.1116,0.2517,1.1189,0,0,0,0,0,0,0,2,9,4
14722,0,0,2,4,126,535,1,10,1,-1,5,-1,156,92,0,0,0,0,0.5475,0.6931,0.5475,0.6931,1,2,0.3644,1.1835,1.3279,0.7493,0,0,0,0,0,0,0,2,1,5
14723,-1,1,2,3,123,189,1,10,5,-1,441,-1,20,4,0,0,0,0,0.75,0.4,0.75,0.4,1,2,1.9564,1.0436,0.2869,0.0598,0,0,0,0,0,0,0,2,5,3
14724,1,1,4,5,522,1363,1,10,1,-1,1,-1,32,78,0,0,0,0,0.3333,0.3614,0.3333,0.3614,1,2,0.8036,1.2918,0.4983,1.1488,0,0,0,0,0,0,0.6667,2,1,4
14725,0,1,4,5,684,751,1,12,1,1,14,29,140,19,0,1,0,0,0.6369,0.6522,0.6369,0.6522,1,2,0.5711,0.0559,1.5408,0.2257,0,0,0,0,0,0,0.3333,3,5,19
14726,0,-1,2,3,152,256,1,12,1,1,96,15,16,23,0,0,0,0,0.4211,0.5385,0.4211,0.5385,1,2,0.48,0.3261,0.3266,0.447,0,0,0,0,0,0,-0.3333,3,5,6
14730,-1,0,2,7,118,3128,1,12,1,1,14,10,33,14,1,0,0,0,0.3889,0.0667,0.3889,0.2,1,1,0.1137,2.8863,1.08,0.45,0,0,0,0,0,2,-0.6667,3,3,3
14731,-1,-2,4,4,398,717,1,12,1,1,75,11,17,50,0,0,0,0,0.6316,0.5357,0.6316,0.5357,1,2,0.4521,0.3626,0.1343,0.3959,0,0,0,0,0,0,-1.6667,3,3,30
14732,-2,-3,2,2,118,128,1,10,1,-1,1,-1,16,2,0,0,0,0,0.3889,0,0.3889,0,1,0,0.3224,0.0265,0.8276,0.092,0,0,0,0,0,0,-1.6667,2,1,4
14733,-1,0,1,1,18,33,1,10,2,-1,336,-1,87,3,0,0,0,0,0.3558,0.25,0.3558,0.25,1,2,1.6465,1.3535,1.1774,0.0453,0,0,0,0,0,0,-0.3333,2,2,3
14734,0,0,4,4,526,580,1,12,1,1,3,19,2,30,0,1,0,0,0,0.2,0,0.2,0,2,1.0345,0.1057,0.0564,0.6576,0,0,0,0,1,0,-0.3333,3,4,9
14735,-2,-1,2,4,90,360,1,12,3,4,60,459,69,58,0,1,0,0,0.2895,0.4091,0.2895,0.5152,1,1,0.0809,0.2404,0.7217,0.6268,0,0,0,0,0,0,-1,3,12,20
14738,1,0,2,2,85,117,1,10,1,-1,11,-1,60,52,0,1,1,1,0.5455,0.5082,0.5455,0.5082,1,2,0.0267,0.01,0.9739,0.9001,0,0,0,0,0,0,0,2,1,13
14739,0,0,3,4,354,491,1,12,2,2,29,60,25,23,0,0,0,0,0.4074,0.3846,0.4074,0.3846,1,2,1.5343,0.5937,0.4909,0.4727,0,0,0,0,0,0,0.3333,3,5,5
14741,0,0,4,5,677,780,1,12,2,3,114,480,40,20,0,1,0,0,0.2,0.1154,0.2,0.1923,1,1,0.0859,0.013,0.8798,0.4575,0,0,0,0,1,0,0.3333,3,8,12
14742,2,2,1,1,27,31,1,12,1,1,67,191,39,93,0,0,0,0,0.48,0.5,0.48,0.5,1,2,0.314,0.0415,0.5783,1.1567,0,0,0,0,1,0,1.6667,3,4,11
14743,-1,-1,1,3,14,225,1,10,2,-1,71,-1,23,211,0,0,0,0,0.36,0.3112,0.36,0.3112,1,2,0.0931,1.3373,0.3556,3.4282,0,0,0,0,1,1,-0.3333,2,2,10
14744,0,-1,6,6,1990,1991,1,10,5,-1,131,-1,35,53,1,0,0,0,0.4545,0.459,0.4545,0.459,1,2,0.8934,0.0007,0.6506,0.902,0,0,0,0,0,0,-0.3333,2,5,8
14745,0,0,5,5,818,1404,1,10,1,-1,1,-1,32,52,0,0,0,0,0.4,0.3333,0.4,0.3333,1,2,2.0845,1.4927,0.9249,1.3179,0,0,0,0,0,1,0.3333,2,1,4
14746,1,-1,6,6,2133,2385,1,12,1,2,8,148,54,20,0,0,0,0,0.2034,0.4348,0.2034,0.4348,1,2,2.0832,0.2453,1.3937,0.5433,0,0,0,0,0,0,0,3,4,6
14757,1,0,1,2,51,68,1,12,1,1,10,11,184,36,0,0,0,0,0.4593,0.5116,0.4593,0.5116,1,2,0.0666,0.0218,3.1194,0.6418,0,0,0,0,0,0,0.6667,3,4,13
14758,0,0,1,3,23,180,1,10,8,-1,1196,-1,19,11,0,1,0,0,0.2273,0.2727,0.2273,0.2727,1,2,0.092,0.6301,0.6044,0.3022,0,0,0,0,0,2,-1,2,8,5
14759,-1,1,2,6,83,2271,1,12,20,26,556,960,111,38,1,0,0,0,0.0909,0.2045,0.0909,0.4091,1,1,0.1787,4.6657,1.6845,0.6125,0,0,0,0,0,1,0,3,64,6
14760,-2,0,2,2,96,147,1,12,4,1,477,67,29,49,0,0,0,0,0.3636,0.3393,0.3636,0.3393,1,2,0.9837,0.517,0.4229,0.7176,0,0,0,0,0,1,-1,3,8,26
14761,0,0,4,5,469,1063,1,10,2,-1,346,-1,46,81,0,0,0,0,0.3,0.2887,0.3,0.2887,1,2,0.0747,0.0945,0.7918,1.536,0,0,0,0,0,0,0,2,2,20
14762,0,0,0,1,2,38,1,10,1,-1,0,-1,11,34,0,1,0,0,0.2667,0.2432,0.2667,0.2432,1,2,0.0206,0.3028,0.5245,1.2937,1,0,0,0,1,0,0,2,1,5
14774,1,0,4,4,560,599,1,12,1,1,55,75,21,29,0,0,0,0,0.625,0.6875,0.625,0.6875,1,2,0.6721,0.0467,0.1645,0.2193,1,0,0,0,1,1,0.3333,3,7,11
14775,0,0,4,5,717,1302,1,12,1,1,31,5,9,3,0,0,0,0,0.3333,0,0.3333,0,1,0,1.9895,1.6222,0.2257,0.0752,0,0,0,0,1,0,0.3333,3,3,8
14777,0,-1,1,2,50,82,1,12,1,1,1,1,57,41,0,0,0,0,0.3276,0.3125,0.3276,0.4375,1,1,1.8336,1.1664,1.16,0.96,1,0,0,0,0,0,-0.3333,3,3,3
14783,-1,1,4,4,651,691,1,12,1,1,13,15,61,38,0,0,0,0,0.5,0.6098,0.5,0.6098,1,2,0.3903,0.0241,0.4044,0.2512,0,0,0,0,1,1,0,3,10,5
14784,-2,1,2,5,95,868,1,12,1,1,45,48,83,71,0,0,0,0,0.4375,0.2125,0.4375,0.2875,1,1,0.3098,2.5088,1.1815,0.9846,0,0,0,0,0,2,-0.3333,3,26,4
14785,0,0,7,7,2961,5163,1,10,1,-1,3,-1,16,56,0,0,0,0,0.3333,0.254,0.3333,0.254,1,2,0.718,0.534,0.1735,0.6072,0,0,0,0,0,0,-1,2,1,12
14786,-1,0,5,5,940,1022,1,12,1,1,1,1,180,44,0,0,0,0,0.5631,0.4615,0.5631,0.5769,1,1,1.1716,0.1023,1.1122,0.2605,0,0,0,0,0,0,-0.3333,3,3,5
14789,-1,0,1,2,49,129,1,12,1,1,47,4,41,13,0,0,0,0,0.2174,0.4706,0.2174,0.4706,1,2,0.0612,0.0981,0.8827,0.3262,1,0,0,0,0,0,0,3,3,9
14790,0,1,1,9,16,44840,1,10,8,-1,1458,-1,26,46,0,0,0,0,0.4667,0.4906,0.4667,0.4906,1,2,0.0011,2.9989,0.5028,0.8883,0,0,0,0,0,0,0.3333,2,8,3
14791,-4,-1,1,1,18,20,1,12,1,1,1,1,171,134,0,0,0,0,0.486,0.5949,0.486,0.5949,1,2,2.2084,0.2585,1.4411,1.064,1,0,0,0,0,0,-1.3333,3,3,4
14792,-3,-2,5,5,1011,1033,1,12,8,1,768,330,27,74,1,0,0,0,0.4242,0.475,0.4242,0.475,1,2,2.9372,0.0628,0.4459,1.0811,0,0,0,0,0,1,-2.3333,3,38,3
14793,1,0,2,5,85,1079,1,12,1,1,3,27,18,89,0,1,0,0,0.3182,0.3673,0.3182,0.3673,1,2,0.3143,3.6375,0.3636,1.6198,0,0,0,0,0,0,0.3333,3,3,4
14797,-1,2,1,6,52,1563,1,12,1,1,10,45,47,68,0,0,0,0,0.4,0.3,0.4,0.3875,1,1,0.0901,2.607,0.7064,1.0275,0,0,0,0,0,0,0.3333,3,4,14
14798,1,0,1,2,51,65,1,10,1,-1,19,-1,9,17,0,1,0,0,0.7,0.65,0.7,0.65,1,2,0.3021,0.0866,0.1333,0.2667,0,0,0,0,0,0,1,2,1,5
14799,-1,0,2,2,146,156,1,12,1,1,1,1,14,23,0,0,0,1,0.6875,0.5185,0.6875,0.5185,1,2,2.0056,0.1316,0.5614,0.9474,0,0,0,0,0,0,-0.3333,3,3,4
14800,-1,0,1,2,34,114,1,12,10,3,1112,113,13,81,0,1,0,1,0.4375,0.4545,0.4375,0.4545,1,2,0.0465,0.1055,0.2192,1.3562,0,0,0,0,0,0,0,3,20,6
14801,-1,-1,2,2,83,154,1,10,2,-1,463,-1,62,18,1,1,0,0,0.4675,0.5652,0.4675,0.5652,1,2,0.1319,0.1124,1.486,0.4439,0,0,0,0,0,1,-1,2,2,11
14802,-1,0,4,8,466,8192,1,12,23,1,1093,1,32,122,1,0,0,0,0.5833,0.5263,0.5833,0.5263,1,2,0.1709,2.8291,0.3283,1.2128,0,0,0,0,0,0,-0.6667,3,25,3
14803,-1,0,1,5,8,1275,1,12,1,1,175,158,42,46,0,1,0,0,0.4,0.3585,0.4,0.3774,1,1,0.0208,3.0946,0.4091,0.4818,1,0,0,0,3,0,-0.3333,3,42,28
14804,2,-1,5,5,731,1413,1,12,2,4,53,173,80,9,0,0,0,0,0.5,0.3,0.5,0.4,1,1,0.3089,0.2883,1.0878,0.1182,0,0,0,0,1,0,0.6667,3,9,28
14805,1,0,5,5,722,1014,1,12,1,1,16,11,92,21,0,0,0,0,0.6019,0.6667,0.6019,0.6667,1,2,0.5727,0.2318,0.4239,0.0988,0,0,0,0,0,1,1,3,11,5
14808,0,-1,1,1,21,47,1,10,1,-1,3,-1,27,10,0,0,0,0,0.2903,0.3846,0.2903,0.3846,1,2,0.6452,0.7984,0.5727,0.2402,0,1,0,0,1,0,-0.3333,2,1,8
14809,-1,1,4,7,502,3116,1,12,1,1,10,10,23,59,0,0,0,1,0.56,0.5417,0.56,0.5417,1,2,0.218,1.1334,0.2892,0.8328,0,0,0,0,0,1,0,3,3,22
14810,-1,1,1,2,36,87,1,12,1,1,38,56,20,162,0,1,0,0,0.7727,0.5028,0.7727,0.5028,1,2,0.0088,0.0121,0.1945,1.6,0,0,0,0,1,0,0,3,19,8
14811,-2,0,2,4,117,393,1,10,2,-1,123,-1,4,32,1,0,0,0,0.4,0.4474,0.4,0.4474,1,2,0.0723,0.1693,0.0977,0.7422,0,0,0,0,0,0,-0.3333,2,2,10
14812,-2,-3,7,9,3787,21142,1,12,1,1,1,1,38,34,1,0,0,0,0.3571,0.5405,0.3571,0.5405,1,2,0.5375,2.4625,0.6702,0.5904,0,0,0,0,0,0,-1.6667,3,3,3
14813,-2,-1,2,3,62,323,1,12,1,1,11,24,137,117,0,0,0,1,0.0588,0.271,0.0588,0.6,1,1,0.1045,0.4378,1.8889,1.7222,0,1,0,0,2,0,-0.6667,3,10,7
14814,0,-1,2,5,110,1320,1,12,1,1,4,11,137,53,0,0,0,0,0.2606,0.254,0.2606,0.4444,1,1,0.034,0.3736,3.2159,1.2279,0,0,0,0,0,1,-0.6667,3,3,13
14819,0,-1,2,4,88,473,1,12,1,1,18,48,20,116,0,0,0,0,0.2727,0.3492,0.2727,0.3492,1,2,0.0159,0.0688,0.2466,1.4126,0,0,0,0,0,0,0.6667,3,3,10
14821,0,-1,1,2,10,104,1,10,3,-1,371,-1,24,146,0,1,0,0,0.4483,0.3371,0.4483,0.3371,1,2,0.0078,0.0675,0.2937,1.8025,1,0,0,0,2,1,-0.3333,2,3,12
14822,-1,0,1,3,46,195,1,12,1,1,42,78,93,10,0,0,0,0,0.1712,0.1667,0.1712,0.5833,1,1,0.0152,0.0488,2.5038,0.2707,0,0,0,0,0,0,0,3,12,6
14823,0,0,2,2,82,99,1,10,3,-1,616,-1,30,23,0,0,0,0,0.2353,0.4231,0.2353,0.4231,1,2,0.5444,0.1137,0.4056,0.3101,0,1,0,0,1,0,-0.3333,2,3,6
14824,1,-1,5,5,1039,1111,1,12,9,1,717,5,208,77,1,0,0,0,0.5021,0.5333,0.5021,0.5333,1,2,2.5684,0.1772,2.1002,0.7843,0,0,0,0,0,0,-0.3333,3,11,20
14825,1,1,1,2,34,61,1,10,1,-1,0,-1,27,23,0,1,0,0,0.3333,0.3793,0.3333,0.3793,1,2,1.6029,1.2361,0.3297,0.3187,0,1,0,0,1,0,1,2,1,4
14828,0,0,1,2,54,92,1,12,1,1,10,127,13,71,1,0,0,0,0.1765,0.2857,0.1765,0.2857,1,2,0.0796,0.0549,0.2746,1.2439,0,0,0,0,0,1,0.3333,3,3,20
14829,0,0,2,2,128,160,1,10,1,-1,251,-1,12,4,0,0,0,0,0.2857,0.4,0.2857,0.4,1,2,0.0146,0.0037,0.1887,0.0674,0,0,0,0,0,0,0.3333,2,1,21
14830,1,1,6,6,1689,1792,1,12,5,2,662,118,35,36,0,0,0,0,0.5128,0.587,0.5128,0.587,1,2,0.2462,0.015,0.5512,0.6502,0,0,0,0,1,0,1,3,11,4
14833,0,1,4,4,452,454,1,10,1,-1,36,-1,114,39,1,0,0,1,0.5433,0.4186,0.5433,0.4186,1,2,1.0712,0.0047,1.488,0.5038,0,0,0,0,0,0,0.6667,2,1,23
14835,0,0,3,3,249,255,1,12,1,1,408,175,59,107,0,0,0,0,0.3636,0.36,0.3636,0.36,1,2,0.2925,0.0061,0.7928,1.5015,0,0,0,0,2,0,0,3,8,28
14836,0,0,3,4,191,670,1,12,1,1,3,3,23,17,0,0,0,0,0.5517,0.5,0.5517,0.5,1,2,0.7068,1.7638,0.9732,0.604,0,0,0,0,3,1,0,3,5,5
14837,0,0,4,6,710,1691,0,1,-1,3,-1,484,359,93,0,1,0,0,0.6087,0.6095,0.6087,0.6095,1,2,1.5746,2.1735,4.0644,1.0915,0,0,0,0,0,1,0,2,3,15
14838,-1,0,4,4,406,463,0,1,-1,4,-1,502,191,52,0,1,0,0,0.4083,0.5167,0.4083,0.5167,1,2,2.0869,0.2934,2.4754,0.6813,0,0,0,0,0,0,-0.3333,2,4,15
14839,0,2,3,5,197,743,1,12,5,63,60,1866,186,3,0,0,0,0,0.3561,0.25,0.3561,0.75,1,1,1.0217,2.8198,2.5996,0.0507,0,0,0,0,0,0,1.3333,3,73,7
14840,0,2,2,3,125,234,1,12,1,1,29,25,67,42,0,0,0,0,0.3867,0.25,0.3867,0.3269,1,1,0.0263,0.0228,1.1433,0.7927,0,1,0,0,1,1,0.6667,3,24,5
14854,1,-2,5,5,846,1140,1,12,7,5,667,210,44,57,0,0,0,0,0.6863,0.5469,0.6863,0.5469,1,2,3.0417,1.0555,0.5282,0.6628,0,0,0,0,1,0,0,3,17,9
14855,1,1,4,8,696,6715,1,12,1,1,1,1,90,63,0,0,0,0,0.2376,0.1644,0.2376,0.2329,1,1,0.3109,2.6891,1.0707,0.7739,0,0,0,0,0,3,1.3333,3,3,3
14856,1,-1,2,5,131,1161,1,12,1,1,4,5,12,29,1,0,1,0,0.5,0.15,0.5,0.15,1,2,0.069,0.5423,0.2786,0.796,0,0,0,0,0,0,-0.3333,3,5,4
14857,0,0,1,4,19,367,1,12,17,1,486,9,10,24,0,0,0,0,0.0909,0.2069,0.0909,0.2069,1,2,0.0107,0.1867,0.3243,0.855,0,0,0,0,0,0,0,3,19,12
14858,0,-1,2,2,71,172,1,12,13,2,564,47,13,4,0,1,0,0,0.1765,0,0.1765,0.4,1,1,0.1299,0.1817,0.2964,0.0872,0,0,0,0,0,0,-0.3333,3,17,37
14860,0,-1,4,5,361,991,1,12,2,1,456,116,77,30,0,0,1,0,0.1889,0.1212,0.1889,0.1515,1,1,1.4796,2.5831,1.6615,0.6092,0,0,0,0,0,1,-0.3333,3,9,6
14861,1,1,4,5,502,1369,1,12,1,1,4,86,47,67,0,1,0,0,0.5789,0.56,0.5789,0.56,1,2,0.5407,0.9323,0.6826,0.8982,0,0,0,0,1,1,1.6667,3,3,4
14862,-1,0,2,2,63,138,1,10,1,-1,0,-1,40,41,1,0,0,0,0.5333,0.5111,0.5333,0.5111,1,2,1.3687,1.6313,0.5466,0.5466,0,0,0,0,0,0,-0.3333,2,1,3
14863,0,-1,1,6,46,1766,1,12,3,1,439,144,11,89,0,0,0,0,0.5385,0.303,0.5385,0.303,1,2,0.0786,2.9214,0.2097,1.5968,0,0,0,0,0,0,0,3,30,3
14869,0,1,4,6,522,1838,1,10,28,-1,1687,-1,35,44,1,1,0,0,0.3778,0.4706,0.3778,0.4706,1,2,0.3008,0.7568,0.9454,1.0714,0,0,0,0,0,0,0.3333,2,28,5
14870,-1,0,5,6,1171,2506,1,10,1,-1,1,-1,53,22,0,0,0,0,0.339,0.4444,0.339,0.4444,1,2,1.8297,2.0854,0.9402,0.4303,0,0,0,0,0,0,-0.6667,2,1,4
14871,-2,1,1,1,15,56,1,10,1,-1,0,-1,10,3,0,0,0,0,0.6,0.3333,0.6,0.3333,1,2,0.0091,0.0241,0.1299,0.0779,1,0,0,0,0,0,-0.6667,2,1,4
14872,-2,1,1,2,18,79,1,12,2,3,505,662,9,34,0,1,0,0,0.2,0.359,0.2,0.359,1,2,0.0258,0.0867,0.1581,0.6168,1,0,0,0,1,0,-1.3333,3,78,47
14873,0,0,5,5,864,1172,1,10,1,-1,15,-1,35,81,0,0,0,0,0.2105,0.4,0.2105,0.4,1,2,0.5876,0.2098,0.5067,1.2,1,0,0,0,0,0,-0.3333,2,1,6
14874,0,-1,1,1,16,24,1,10,1,-1,5,-1,5,10,1,0,0,0,0.3333,0.5833,0.3333,0.5833,1,2,0.0964,0.044,0.0553,0.1106,0,0,0,0,0,0,-0.3333,2,1,16
14875,0,-2,1,3,20,200,1,12,1,1,11,37,29,232,1,1,0,1,0.5294,0.5174,0.5294,0.5174,1,2,0.1091,0.9814,0.3452,2.6294,0,0,0,0,0,0,-1.6667,3,3,30
14876,0,0,1,2,45,93,1,10,4,-1,746,-1,65,44,0,0,0,0,0.3289,0.36,0.3289,0.4,1,1,0.0908,0.0973,1.0298,0.6775,0,0,0,0,0,0,0,2,4,25
14877,0,-1,5,5,1066,1331,1,12,3,2,439,264,13,126,0,0,0,0,0.3529,0.3404,0.3529,0.3404,1,2,2.0428,0.5082,0.2852,2.3658,1,0,0,0,2,1,-0.6667,3,68,5
14878,0,0,1,2,38,170,1,12,1,1,6,6,5,8,0,0,0,0,0.5,0.1818,0.5,0.1818,1,2,0.675,2.325,0.45,0.825,0,1,0,0,0,0,-0.3333,3,8,3
